Index,Original Label,Predicted Label,Conf_0,Conf_1,Conf_2,Conf_3,Conf_4,Conf_5,Conf_6,Conf_7,Conf_8,Conf_9
0,7,7,1.1230053e-05,1.5905494e-05,0.0001899961,0.0020991869,4.3057544e-06,0.00023137094,1.12869465e-07,0.99728787,2.4790788e-05,0.00013520804
1,2,2,4.5853533e-08,2.6376823e-05,0.99992,3.2908385e-05,2.6910948e-08,6.902576e-07,1.824934e-05,1.2313758e-07,1.5393734e-06,6.353619e-10
2,1,1,0.00031158078,0.9410976,0.003781905,0.009402427,0.0031612262,0.007934897,0.005861969,0.022589345,0.002935894,0.0029232518
3,0,0,0.7933402,0.005675389,0.024484769,0.012186093,0.009208433,0.021104261,0.07736638,0.012461832,0.031203503,0.012969121
4,4,9,0.0023220186,0.00071752863,0.003578139,0.006055909,0.09890256,0.010046046,0.0021735663,0.016952323,0.0059648165,0.85328704
5,1,1,3.4856213e-05,0.9142878,0.007870315,0.008843084,0.0006427149,0.0009843473,0.00046947727,0.06524408,0.00063374935,0.0009895221
6,4,9,0.00020532163,8.870157e-05,0.0001355872,0.009851905,0.043091577,0.120322295,0.0035978393,0.0013042222,0.24865955,0.572743
7,9,3,0.00042309097,0.027892778,0.041413087,0.6587565,0.08186003,0.0039690663,0.0022250882,0.022128487,0.0646737,0.096658275
8,5,6,3.4864395e-05,3.0904522e-07,2.0135644e-06,4.354039e-06,8.876734e-06,0.22398795,0.73387927,9.373259e-08,0.041934647,0.00014760692
9,9,7,0.0019342243,0.0007782111,0.0058312262,0.006771905,0.18180485,0.008493186,0.00070522213,0.3880987,0.1312105,0.27437198
10,0,0,0.6801461,0.0007900336,0.21430779,0.013173121,0.004423373,0.004355173,0.003040315,0.00329127,0.067052655,0.009420196
11,6,6,0.00035671954,1.06489566e-07,1.3917916e-06,2.9533485e-08,7.728095e-06,1.1859587e-05,0.999608,2.1081403e-08,1.3738194e-05,5.6277344e-07
12,9,9,0.005863426,0.00321968,0.020659806,0.043457933,0.023158355,0.007981006,0.00089224154,0.08291341,0.14330697,0.66854715
13,0,8,0.032459963,5.186518e-05,0.0014235728,0.0056189722,0.000240135,0.023071084,0.012173972,0.00016275984,0.9185371,0.0062605464
14,1,1,5.8669473e-05,0.925841,0.00848463,0.05221913,0.00048407188,0.0025428643,0.0011400691,0.0059514726,0.0018187658,0.0014593148
15,5,5,1.1190609e-06,8.840276e-07,1.3725594e-06,0.10850869,2.1324672e-06,0.8910666,4.4891396e-05,4.926012e-05,0.00012944186,0.00019559961
16,9,9,0.002073709,0.0023569749,0.026256168,0.05805206,0.01811284,0.0068304376,0.0005079582,0.22560118,0.040103707,0.62010497
17,7,7,1.8344285e-07,8.240684e-06,0.000121333636,0.005135229,2.1364272e-07,8.684643e-06,4.659533e-09,0.99471575,1.0174222e-06,9.308524e-06
18,3,8,0.000102374,5.3812422e-05,0.0015312529,0.27737877,0.000474071,0.33986622,0.008047758,0.00019228048,0.3677905,0.004563027
19,4,9,0.02712398,0.014017927,0.1360894,0.03442338,0.23245822,0.014739414,0.023434164,0.09685698,0.046141237,0.37471533
20,9,7,0.022315165,0.004668501,0.004974,0.030064715,0.04203225,0.14523476,0.0011686159,0.57208943,0.060103387,0.11734911
21,6,6,2.3626853e-05,1.4885147e-05,0.00010814174,2.1201748e-05,0.0004003079,0.0015069575,0.99614406,1.0006486e-06,0.0017661393,1.3638045e-05
22,6,6,2.6318072e-05,1.5901455e-07,7.553796e-05,1.9377017e-08,1.3222192e-05,2.6501489e-06,0.9998627,2.7240112e-08,1.9339792e-05,1.3540638e-07
