Index,Original Label,Predicted Label,Conf_0,Conf_1,Conf_2,Conf_3,Conf_4,Conf_5,Conf_6,Conf_7,Conf_8,Conf_9
0,7,7,0.00011971454,0.00038928833,0.002134792,0.21648005,0.00021334525,0.00907763,1.0279241e-05,0.7665159,0.0024911137,0.0025679509
1,2,2,9.3879913e-07,0.0001684985,0.99937147,0.00032721407,3.183602e-07,1.1011567e-05,9.894027e-05,1.3133982e-06,2.0193584e-05,1.7865263e-08
2,1,7,0.0077675567,0.12144115,0.1429932,0.13496976,0.020781973,0.07839515,0.015790472,0.31208473,0.12074531,0.04503067
3,0,8,0.0936384,0.03582917,0.03294463,0.12003777,0.03540658,0.19137403,0.14879549,0.03253969,0.2510446,0.05838963
4,4,9,0.0028591114,0.0007220061,0.003724513,0.026004815,0.012678329,0.028346252,0.0009053969,0.042742215,0.017695429,0.8643219
5,1,7,0.001003105,0.0881856,0.34620395,0.07195626,0.0028333282,0.005822537,0.002288911,0.45563647,0.019859347,0.0062104077
6,4,8,0.00039516867,3.701438e-05,0.00034561788,0.02120121,0.0038252731,0.14537978,0.004609415,0.0010452082,0.58614236,0.23701899
7,9,3,0.000103342834,0.0050123082,0.038407512,0.8217834,0.010325753,0.00277616,0.0010946557,0.011416265,0.10126206,0.00781843
8,5,6,0.00038158734,1.0726623e-06,4.5858935e-05,9.784008e-06,1.8986324e-05,0.035188388,0.81245184,6.90255e-07,0.15182847,7.3347466e-05
9,9,8,0.007375833,0.0003107439,0.011103134,0.0033016757,0.12360667,0.014604599,0.0060578543,0.06762303,0.75736624,0.00865019
10,0,8,0.010923242,0.0005414448,0.41946256,0.059498828,0.009601737,0.0052471603,0.0015797643,0.0044260966,0.4871433,0.0015758784
11,6,6,0.0028050782,1.8422044e-07,7.137898e-06,1.4987974e-07,2.7327731e-05,2.5623913e-05,0.9970392,1.0220785e-07,9.238593e-05,2.8576994e-06
12,9,8,0.030759044,0.007253141,0.15542074,0.12117914,0.026569698,0.010748969,0.008050658,0.042849503,0.46372607,0.1334431
13,0,8,0.00050525286,1.2733728e-05,0.00014614749,0.0226197,0.000105339794,0.08085488,0.012944883,9.348783e-05,0.877543,0.005174633
14,1,3,0.00019511748,0.03479301,0.19687513,0.6832431,0.0010751152,0.0031070292,0.0009908875,0.066531055,0.010244273,0.0029454224
15,5,5,7.5055045e-06,1.1995249e-05,6.252646e-05,0.45786107,2.0722493e-05,0.53935736,0.00013012793,0.00049089914,0.0014510612,0.0006066908
16,9,7,0.003270475,0.01384765,0.107948534,0.08395792,0.032947518,0.007840305,0.002359476,0.61481625,0.046851244,0.08616064
17,7,7,7.1702266e-06,0.00035922887,0.0010959706,0.20675132,1.4914576e-05,0.0007436995,1.35477e-06,0.79081625,0.00010370793,0.00010644842
18,3,5,0.00015288511,4.144914e-05,0.0030872673,0.18172398,0.00041737675,0.41160327,0.0077237426,0.00061772205,0.39018717,0.004445175
19,4,9,0.035774652,0.032701444,0.13558488,0.11234409,0.04254196,0.05128357,0.024441607,0.10176225,0.12556642,0.33799917
20,9,7,0.053008996,0.006779139,0.026566397,0.030142143,0.10162521,0.06403824,0.0034921716,0.53334546,0.14221494,0.038787257
