Index,Original Label,Predicted Label,Conf_0,Conf_1,Conf_2,Conf_3,Conf_4,Conf_5,Conf_6,Conf_7,Conf_8,Conf_9,Conf_10,Conf_11,Conf_12,Conf_13,Conf_14,Conf_15,Conf_16,Conf_17,Conf_18,Conf_19,Conf_20,Conf_21,Conf_22,Conf_23,Conf_24,Conf_25,Conf_26,Conf_27,Conf_28,Conf_29,Conf_30,Conf_31,Conf_32,Conf_33,Conf_34,Conf_35,Conf_36,Conf_37,Conf_38,Conf_39
0,18,1,0.00017457883222959936,0.8382826447486877,1.7907113942783326e-06,0.00179169827606529,2.0593602378937703e-09,2.1063527810838423e-08,1.033994649901615e-07,0.0001354043051833287,4.592875992720513e-12,1.1692800505613832e-08,8.198498835554346e-05,5.529831037520694e-10,6.285272320383228e-06,7.430855021084426e-06,4.3746550204559753e-07,3.4591754229040816e-05,2.1828297747106262e-07,2.3912212654408904e-08,0.003660250920802355,6.828500045230612e-05,3.5922971264312764e-09,1.5715787782255575e-08,1.5099540506824383e-09,1.2436970342477593e-09,1.4148722584650386e-06,2.9931299650343135e-05,0.15512171387672424,0.0005061037954874337,4.083701696799835e-07,4.665230335376691e-08,2.156818794674109e-07,8.391687629227818e-07,2.045283720164548e-09,1.349665410543821e-07,2.0390818200599625e-10,5.413215209415512e-09,9.319328091805801e-05,1.809397929264378e-07,9.116659510643998e-11,1.0328554367333709e-07
1,0,17,0.04204142838716507,0.03055994212627411,0.0006593448342755437,0.23524314165115356,0.010025217197835445,0.005250493064522743,0.00042907948954962194,0.004592320881783962,8.798280646260537e-07,7.463792280759662e-05,0.0015176666202023625,0.001321002608165145,0.0714855045080185,0.0128475995734334,3.076035136473365e-05,0.0363464392721653,0.0003994345315732062,0.4853121042251587,0.00011000861559296027,0.006111652124673128,7.2682902100496e-05,1.1140380138385808e-06,8.807834819890559e-05,0.00010871962149394676,0.0002525056479498744,0.0005576947005465627,0.024679914116859436,0.00039927169564180076,3.4209376735816477e-06,0.002325644250959158,5.815735494252294e-05,0.01986846886575222,7.008819466136629e-06,2.034068984357873e-06,0.0006272467435337603,8.863624680088833e-05,9.320288518210873e-05,0.0038676182739436626,5.040073460804706e-07,0.0025395441334694624
2,5,17,0.0030287173576653004,0.0005245128413662314,2.093085868182243e-06,0.0040357680991292,0.0006745895952917635,0.0009227584232576191,4.969846486346796e-05,0.0005320935742929578,4.156001376376395e-10,3.199123057129327e-06,5.454782694869209e-06,1.044764940161258e-05,0.0019353848183527589,7.627828040313034e-07,3.6838646337855607e-06,0.014961637556552887,2.0051415958732832e-06,0.949402928352356,2.218490408267826e-06,3.637099143816158e-05,1.984367692386968e-08,6.244837424951299e-10,5.861737690793234e-07,3.563943027984351e-05,1.3599164958577603e-06,4.8815195441420656e-08,2.0477013094932772e-05,5.36098787051742e-06,4.496527455932764e-11,3.6808953154832125e-05,9.24253299672273e-07,0.02361958660185337,6.243953976081684e-07,1.3917337282620679e-09,6.165239756228402e-05,1.2515359912868007e-06,1.0583920406759262e-08,4.2253886931575835e-06,4.61025904952006e-11,7.705447205808014e-05
3,22,2,0.0011219591833651066,0.00024781268439255655,0.37878984212875366,0.0870433822274208,0.0007539286743849516,0.004323577042669058,0.001659389934502542,0.00018130967509932816,0.01360869687050581,0.005676482804119587,0.001933343126438558,0.018061919137835503,0.02227810025215149,0.004108457826077938,0.00031932941055856645,0.00034709274768829346,0.03678169101476669,0.00285204011015594,0.0055618369951844215,0.002194620668888092,0.09627939015626907,0.010283859446644783,0.015620608814060688,0.00011085806909250095,0.0030628854874521494,0.05533423274755478,0.0007543328683823347,0.05744657665491104,0.002523811301216483,0.0012077817227691412,0.03266521170735359,0.0007295605028048158,8.335812162840739e-05,0.0005301069468259811,0.018264679238200188,0.00016219585086219013,0.06336327642202377,0.03919519484043121,0.0026104249991476536,0.011926846578717232
4,22,3,3.7762951251352206e-05,0.0003007096820510924,0.0010567380813881755,0.9151609539985657,4.866377366852248e-06,8.979746053228155e-05,1.3170420061214827e-05,0.00012849344057030976,1.3383648820308736e-06,4.370007900433848e-06,0.016911711543798447,2.236916998299421e-06,0.0022117693442851305,0.007590779103338718,9.041513840202242e-05,9.490685442870017e-06,3.0275428798631765e-05,0.0003954354324378073,0.01199720986187458,0.000361577607691288,0.00015878902922850102,2.63134438682755e-08,4.634926881408319e-05,8.067566170666396e-09,0.0002606511116027832,0.029340624809265137,0.001562001183629036,0.008024590089917183,8.612407498276298e-08,1.2485935258155223e-05,5.783591859653825e-06,2.776582186925225e-05,6.009929620631738e-08,3.0126768706395524e-06,6.782399577787146e-05,3.293061467957159e-07,0.0006196783506311476,0.003454286837950349,4.561580340123328e-07,1.5985127902240492e-05
5,27,18,1.8417559886074741e-06,0.029767896980047226,1.7966287657600333e-07,0.0014570346102118492,2.05692631425336e-05,0.00017028798174578696,0.010683503933250904,2.0657223558373516e-06,3.029879014349035e-09,2.583199432137917e-08,0.0010927192633971572,3.638458068166983e-08,1.8313777161438338e-07,1.4412822224585398e-07,0.14774538576602936,0.001113874837756157,7.733087841188535e-06,9.438283541385317e-07,0.698783278465271,1.3462174308642716e-07,7.183623029760611e-09,8.294230857686102e-10,7.048553385402556e-08,2.3028242424061318e-07,2.8303484214120544e-05,2.35101833823137e-06,0.039157722145318985,0.0012318069348111749,3.4452492941872137e-12,8.558408381986737e-08,0.03138459473848343,0.037307608872652054,1.6761313759161567e-07,1.0281212780682836e-05,9.429663272442212e-09,2.8377677153912373e-05,2.749296754700481e-07,1.31665743197118e-07,6.046330103259834e-10,7.587132699882204e-08
6,16,16,0.0024479019921272993,4.1160228647640906e-07,0.0007240512641146779,5.125280495121842e-06,4.4735114101968065e-07,8.078457653937221e-07,8.260144568339456e-06,1.4706900230976316e-07,7.051695138216019e-05,0.00011891539179487154,8.977175980362517e-08,0.0005384552641771734,3.707886571646668e-05,2.8565779075506725e-07,1.4240467471893226e-08,7.365371402556775e-06,0.8917954564094543,1.841399779323183e-07,1.103710260963453e-07,8.852883297549852e-07,0.007313369773328304,0.009096885100007057,6.932441465323791e-06,0.014028974808752537,1.0463601540777745e-07,2.772820516838692e-05,4.9889901987398844e-08,3.715618959176936e-06,0.06823042035102844,1.4426617553908727e-06,0.00010162414400838315,8.995824885005277e-08,0.0007900952477939427,2.5575827748980373e-06,0.004074680618941784,1.9212007828173228e-05,0.00027291252627037466,6.949022917979164e-06,0.0002397186472080648,2.601179585326463e-05
7,18,26,0.000235211628023535,0.14685748517513275,0.0018260645447298884,0.006259724963456392,7.573953917017207e-05,1.1739480214600917e-05,0.0001024924058583565,0.0004969891742803156,5.420978155257217e-08,2.500235495972447e-06,0.0009566758526489139,3.480838495306671e-05,0.004004235845059156,0.016436176374554634,0.00013332250819075853,0.00020094633509870619,1.59482988237869e-05,0.0004265432944521308,0.010806309059262276,0.0006496268906630576,1.5336216165451333e-05,2.8057937129233324e-07,2.1655250748153776e-05,6.452371792420308e-08,0.0009699469082988799,0.005300821270793676,0.7610496878623962,0.03462556004524231,1.2963333801963017e-06,1.7754729924490675e-05,0.0004960849764756858,0.001787305809557438,3.6502848388408893e-07,6.595036666112719e-06,7.824672138667665e-06,7.599551281600725e-07,0.005922552198171616,0.00020953260536771268,1.368026829595692e-07,3.3881180570460856e-05
8,31,1,1.8160060335503658e-06,0.9634403586387634,1.8056716061601308e-12,5.156353495294752e-07,4.0147432600612376e-10,4.655214436155575e-09,0.00013403432967606932,8.02149315859424e-08,1.123427341830565e-16,2.5793850020293385e-13,2.1139815231663306e-08,1.118469357928864e-12,1.299418472128222e-12,1.8443387550699797e-13,1.800316749722697e-05,4.225803058943711e-05,2.5283897198136174e-10,2.5260828585144113e-12,0.012824076227843761,3.5736211212444857e-10,1.7145176744266452e-14,2.2238575425603813e-09,1.1587760543046045e-14,1.0243319792380134e-07,3.1294146961291514e-12,5.709603623227366e-11,5.230880333328969e-07,2.9693653758045002e-08,1.1279939113838233e-13,2.4723810238685973e-12,2.601041728667042e-07,0.023537494242191315,2.2594470294734492e-07,5.0561407505256284e-08,4.271381832217022e-14,1.6971357652550978e-08,6.019959530867425e-11,1.777306871553891e-13,8.18151495445181e-15,9.868020983683223e-11
9,35,35,0.0003693995240610093,0.00010561422095634043,4.14966962125618e-05,0.0002505534503143281,0.0026293396949768066,0.004081900231540203,0.01642083376646042,0.00017609279893804342,0.0007737604901194572,0.00011557890684343874,0.0020993014331907034,4.20845826738514e-05,9.488321666140109e-05,2.1075366021250375e-06,0.15243786573410034,0.010486316867172718,0.006932218559086323,2.5527537218295038e-05,0.0010435337899252772,6.492304964922369e-05,2.6246147172059864e-05,3.617923539422918e-06,0.0002840558881871402,0.003630648832768202,0.0008553263614885509,2.4524177206330933e-05,0.0006212586886249483,1.4790415661991574e-05,7.415406457766949e-07,0.0008359542698599398,0.020796066150069237,0.0005716782179661095,0.00015727545542176813,0.00012454975512810051,0.0001368270313832909,0.7736731767654419,1.7274160768465663e-07,1.3400094758253545e-05,4.800561441697937e-07,3.586078673833981e-05
