Index,Original Label,Predicted Label,Conf_0,Conf_1,Conf_2,Conf_3,Conf_4,Conf_5,Conf_6,Conf_7,Conf_8,Conf_9,Conf_10,Conf_11,Conf_12,Conf_13,Conf_14,Conf_15,Conf_16,Conf_17,Conf_18,Conf_19,Conf_20,Conf_21,Conf_22,Conf_23,Conf_24,Conf_25,Conf_26,Conf_27,Conf_28,Conf_29,Conf_30,Conf_31,Conf_32,Conf_33,Conf_34,Conf_35,Conf_36,Conf_37,Conf_38,Conf_39
0,18,18,7.094353122738539e-07,0.004642831161618233,2.8987915356992744e-07,0.0001319488656008616,2.647586594406448e-10,1.0254374238627406e-08,9.89047066468629e-07,1.728126335365232e-06,1.949610611839958e-10,8.442503371952625e-07,0.00010347563511459157,6.613789516052293e-10,5.1233264741767925e-08,5.721152440685273e-09,5.305073045747122e-06,9.721934475237504e-05,2.262040084133332e-07,8.045155652780522e-10,0.9933444261550903,4.446808361535659e-07,5.800162572455747e-09,2.6941474970954005e-06,4.292427246976871e-10,9.069827555663323e-09,7.839708615620111e-08,4.4329649284691186e-08,0.0012016023974865675,0.0004509009304456413,8.054882272290342e-08,4.3421910511654005e-09,1.6668225271132542e-06,5.245287866273429e-06,5.9271556551721005e-08,6.482711114585982e-07,1.891177769941521e-10,3.372510049004518e-09,6.341021162370453e-06,8.666663831036203e-09,2.6665625263433412e-09,9.580089965766092e-08
1,0,0,0.9233573079109192,0.0034120948985219,3.230167203582823e-05,0.04744718596339226,7.937311238492839e-06,0.0003581661731004715,9.679575668997131e-06,6.298376683844253e-05,1.0915146475554138e-07,2.9533695851569064e-05,9.35229564902329e-08,0.00024962189490906894,0.0020884228870272636,2.1498311980394647e-05,1.934001225833981e-08,0.01490771770477295,1.847773091867566e-05,0.005534160416573286,1.9202614112145966e-06,0.001068119308911264,3.0260330277087633e-06,1.7293730707024224e-05,3.031756534710439e-07,9.267160749004688e-06,5.140682901583205e-07,3.175138090227847e-06,0.0003655307518783957,4.377028744784184e-06,5.785740086139413e-06,0.0003538175660651177,1.172099587165576e-06,0.00012506016355473548,2.734302597673377e-07,1.8984909644359504e-08,8.548303185307304e-07,6.116833333180693e-07,9.559207683196291e-06,7.302757694560569e-06,8.332453838022502e-09,0.00048459283425472677
2,5,5,0.0017003571847453713,3.0257775506470352e-05,8.833517881612352e-07,0.01140377763658762,0.0007190273026935756,0.7613082528114319,0.0012254323810338974,3.0127337595331483e-05,2.859188441561855e-07,1.2273591210032464e-06,2.885634239646606e-05,9.052897075889632e-05,0.000316240475513041,3.2503609759260144e-07,0.0034106289967894554,0.08301296085119247,3.632520702012698e-06,0.1274547576904297,2.3772216081852093e-05,0.0010130235459655523,7.519442988268565e-07,4.304701928248278e-09,1.6583410342718707e-06,7.86184045864502e-06,4.0183520468417555e-05,1.7658410911280953e-07,0.002692062873393297,5.923758180870209e-06,1.042915927229604e-11,0.00012113479169784114,0.00012315204367041588,0.004932507872581482,6.145808839619349e-08,1.6760697274520453e-09,2.540087007218972e-05,0.00021094070689287037,1.4608041443153752e-09,1.0042221219919156e-05,4.129981946709993e-12,5.37295600224752e-05
3,22,22,2.4816197310428834e-06,7.426835679780197e-08,0.000673911941703409,0.0014040928799659014,0.0031733817886561155,2.415512608422432e-05,0.0003277033392805606,5.440034328785259e-06,0.0044682943262159824,4.8885336582316086e-05,3.5179367841919884e-05,0.0022784159518778324,0.010847537778317928,0.0073604402132332325,0.00014625675976276398,2.234417252111598e-06,0.00291967554949224,0.00018082684255205095,3.100526737398468e-05,7.164001658566121e-07,0.00039167614886537194,6.25134006781991e-08,0.9464558959007263,8.685269392572081e-08,0.0024291505105793476,0.011656803078949451,6.867061165394261e-05,0.00010955775360343978,4.290076844881696e-07,5.318449984770268e-05,0.0015213671140372753,3.4023196349153295e-06,1.0698921748542034e-08,2.0685773449713452e-07,0.00046890348312444985,0.00023606119793839753,5.6402031987090595e-06,0.002583045745268464,1.3988329783387599e-07,8.506627636961639e-05
4,22,3,3.563043355825357e-05,1.7072272385121323e-05,0.010567848570644855,0.4579308032989502,0.023054825142025948,0.003641395829617977,0.0020439550280570984,0.0002639098674990237,0.0011584913590922952,0.00024924977333284914,0.002992781577631831,0.0025871891994029284,0.028288034722208977,0.020919213071465492,0.0009707998833619058,9.414372470928356e-05,0.003060812596231699,0.008666647598147392,0.0020868531428277493,6.085394124966115e-05,0.0005289536202326417,1.0623660529063272e-07,0.2611091732978821,4.534895481356216e-07,0.028341691941022873,0.09198087453842163,0.0029850341379642487,0.0047467369586229324,1.1755021205317462e-06,0.0005562592996284366,0.0012955922866240144,0.00044753507245332,1.8104404375662853e-07,1.1139285334138549e-06,0.0034005462657660246,0.00019480094488244504,0.00010728566849138588,0.03103308565914631,2.772972322873102e-07,0.004578606691211462
5,27,27,4.409386633597023e-08,4.21053082391154e-05,1.3582320207206067e-05,0.008337166160345078,1.9821357000182616e-08,1.8246130650823034e-07,7.447027201124001e-06,1.0478970580152236e-05,2.1043618403382425e-08,1.4429673456106684e-06,0.001143608707934618,5.358260501964196e-09,3.272404001108953e-07,1.1837731108244043e-05,9.927532664733008e-05,3.3321368846372934e-06,4.823423751076916e-06,1.5085485927102127e-07,0.007209517061710358,4.971933975639331e-08,1.529034960867648e-07,3.713142571193373e-10,4.0131328660208965e-07,1.750662115274082e-10,0.0001594634959474206,8.425130363320932e-05,0.00760643882676959,0.9750347137451172,8.143357654866179e-10,1.3284170563565567e-07,5.0614431529538706e-05,0.0001314562396146357,2.0983689807962946e-07,3.372082210262306e-05,2.5037291351281965e-08,5.467883035237264e-09,1.1359269592503551e-05,1.4147906313155545e-06,6.811256980654434e-08,1.2786975389644795e-07
6,16,16,5.055095971329138e-05,9.468849038185567e-10,7.531219125667121e-06,2.330955428675452e-09,2.6233454519797306e-08,1.0378372605757136e-09,2.6338528869018774e-07,5.346375564485584e-10,5.043394412496127e-05,1.3640631550515536e-05,3.0616931212534837e-09,4.0365088352700695e-05,1.3433373169391416e-06,5.204540354242226e-09,6.91219470549953e-10,6.685748843437977e-08,0.9964926838874817,9.060572292440838e-10,1.2389531622858385e-09,1.0035491326831902e-09,7.748918869765475e-05,0.0007063354714773595,9.418931767868344e-07,0.0006888364441692829,2.4642157203658144e-09,7.910542194622394e-07,2.963189138505129e-10,9.049299087848794e-09,0.0016378738218918443,4.88280420540832e-08,1.842327583290171e-05,1.2702563445543547e-09,7.69955586292781e-05,2.2584684700177604e-07,6.478132854681462e-05,1.4338706023409031e-05,1.0079821777253528e-06,1.082122338402769e-07,5.4790602007415146e-05,4.7545345438493314e-08
7,18,18,8.915728813008172e-07,0.0044316076673567295,6.855660103610717e-06,0.00015874207019805908,1.5603303538114233e-08,2.640921366037219e-07,2.4756316634011455e-05,1.0583277116893441e-06,4.7895195365299514e-08,3.8331136238412e-06,0.0002980197605211288,4.281448084952899e-08,1.4825265282070177e-07,9.260804034738612e-08,8.649221854284406e-05,0.00022032094420865178,5.715218321711291e-06,1.320061659981775e-08,0.9931922554969788,1.3075411970930872e-06,3.246985897931154e-07,6.630316784139723e-05,2.1771111136104082e-08,2.0094826425065548e-07,1.1758576192733017e-06,6.695248657706543e-07,0.0005652487161569297,0.0006120210164226592,3.776792141252372e-07,8.037566345819869e-08,0.0001361883187200874,5.537808465305716e-05,2.3055790734360926e-06,4.64552067569457e-05,6.746591907358379e-08,1.8350125685628882e-07,7.863940118113533e-05,1.3934740650256572e-07,2.5290663074883923e-07,1.459051645724685e-06
8,31,31,1.7330014756566925e-08,0.03057306818664074,2.611707794475393e-10,9.792570381250698e-07,1.0649214843283517e-08,1.3994204017819811e-08,0.00012357595551293343,1.0536617764955736e-06,4.37224177219156e-15,8.301703508656333e-13,7.371682841039728e-06,8.270713974800614e-12,9.119038163474258e-11,2.3993191877735853e-09,5.341613359632902e-05,4.6340915105247404e-08,8.503379944624356e-11,3.0006452877984202e-09,0.004845330957323313,1.8061164785976302e-09,4.647702578700064e-13,1.3139198930256502e-11,2.119987865811801e-11,4.452060942128355e-11,2.8990596590006135e-09,3.026577530818031e-07,1.4779101547901519e-05,2.2581347366212867e-05,1.9229885763719264e-14,6.065457025528076e-10,6.128472023192444e-07,0.964356541633606,1.323123832719375e-08,2.0879708984011813e-07,1.4158278716092099e-11,2.518169006648918e-10,1.6892792942257984e-08,3.202935694446296e-10,1.5090205018712666e-13,3.70215524903017e-11
9,35,35,8.841923859748135e-10,8.352158548108335e-11,2.948183147263861e-12,1.2470976508416332e-11,3.097310852240298e-08,1.8422642966697822e-08,8.204278856283054e-07,3.0832467655395046e-12,2.930990172789194e-10,2.922927178072854e-11,1.3657903974451102e-10,1.1374831632160465e-11,3.667268311940974e-12,9.800643685298145e-17,1.709925891191233e-05,1.7401686136508943e-06,7.109840680641355e-07,4.3958708743387087e-13,4.2826286961172855e-10,1.651430207860738e-11,4.477403690861248e-12,1.0545909848516666e-12,4.667580558170847e-12,5.751092885475373e-06,3.6521230484254374e-11,5.6440407360767997e-14,2.3767932066931508e-12,2.313775188697402e-14,4.237370748879331e-14,3.7480860082261813e-10,3.0551427698810585e-06,2.347734506802368e-10,9.047753657398516e-10,2.119282804802225e-10,1.4332525388738304e-08,0.9999707937240601,1.1078335314460624e-16,5.0967686830976494e-14,2.155432458900283e-15,8.89904989975765e-12
