Index,Original Label,Predicted Label,Conf_0,Conf_1,Conf_2,Conf_3,Conf_4,Conf_5,Conf_6,Conf_7,Conf_8,Conf_9
0,1,4,0.07235817611217499,0.0006470081862062216,0.006679682992398739,0.0014068715972825885,0.9066210985183716,0.0002677081211004406,0.0019077862380072474,4.0814760723151267e-05,0.009009801782667637,0.0010609307792037725
1,9,8,1.4327334611152764e-05,2.5721471956785535e-06,5.857488758920226e-06,0.00017010487499646842,0.0016499652992933989,1.1604538485698868e-06,8.998088742373511e-05,0.00022541556973010302,0.9978384375572205,2.2229316982702585e-06
2,2,4,0.0001646525925025344,6.844105519121513e-05,0.002633107593283057,0.007174039259552956,0.815794050693512,0.00040423512109555304,0.17366823554039001,5.9232039347989485e-05,1.3746084732702002e-05,2.022932494583074e-05
3,8,4,0.16269174218177795,0.0007957024499773979,0.046242620795965195,0.015571593306958675,0.40140706300735474,0.0003641584771685302,0.3609743118286133,0.002191456500440836,0.002863067900761962,0.006898378022015095
4,4,7,9.260324986826163e-06,0.0006120295729488134,0.0011082366108894348,0.0002932345378212631,0.001543279504403472,0.0006746951257809997,0.01280022319406271,0.9828396439552307,3.0418328606174327e-05,8.893189806258306e-05
5,6,4,0.011620040982961655,0.0010685613378882408,0.017231041565537453,0.07205293327569962,0.4438323974609375,0.11491090059280396,0.061124686151742935,0.016939986497163773,0.0005855573690496385,0.2606338858604431
6,1,9,8.40929860714823e-05,0.0003653548483271152,0.0024029023479670286,0.0001377801672788337,0.02001987211406231,1.447514023311669e-06,0.00018329467275179923,4.77966750622727e-05,0.00010462456702953205,0.9766528606414795
7,3,6,1.1815644995749608e-07,5.282530324279833e-08,0.00029325936338864267,6.492981628980488e-05,0.0004661275015678257,9.329691010862007e-07,0.9991740584373474,3.4900330092568765e-07,1.1351406925541596e-07,8.571085174935433e-09
8,8,9,0.000326275359839201,0.022754820063710213,0.00041820041951723397,6.13912707194686e-05,0.0001729625801090151,8.14180623365246e-07,5.762717773905024e-05,1.5267600247170776e-05,0.0009546660003252327,0.9752379655838013
9,8,4,0.0036578341387212276,1.5980298485374078e-05,0.16045568883419037,0.0005812267190776765,0.5418525338172913,7.843122148187831e-06,0.2929824888706207,0.00012686970876529813,0.0002730657288338989,4.645215085474774e-05
10,3,4,7.21565265848767e-06,4.868064934271388e-05,0.004611990414559841,0.0007418033783324063,0.8176130056381226,0.08546581119298935,0.06770668178796768,0.023801809176802635,1.4559757346432889e-06,1.4978274975874228e-06
11,2,6,0.0002475452492944896,3.4461311315681087e-07,0.13082829117774963,0.001881766365841031,0.32734766602516174,7.530165930802468e-07,0.5396724343299866,2.0775964060248953e-07,1.9172179236193188e-05,1.8648788682185113e-06
12,2,6,9.261170816898812e-06,2.98221425509837e-06,0.005039556417614222,0.0004472242435440421,0.13337288796901703,7.407049906760221e-06,0.8610930442810059,7.81700509833172e-06,1.5154829270613845e-05,4.781689312949311e-06
13,1,4,4.6890814701328054e-05,1.338425590802217e-06,3.4498440072638914e-05,0.006084878463298082,0.8008074164390564,6.311061042652e-06,0.19045501947402954,4.4046566472388804e-05,0.0023448101710528135,0.00017478216614108533
14,0,6,0.00035256845876574516,5.864756531082094e-06,0.0011818228522315621,2.346220389881637e-05,0.02982546202838421,2.556129459208023e-07,0.9583984017372131,9.943668374035042e-06,0.010070135816931725,0.00013204230344854295
15,5,6,1.0362268767494243e-06,1.1552540399861755e-06,5.084279473521747e-05,0.0007958970963954926,0.006741395220160484,7.814841751496715e-07,0.9922481775283813,2.8560980354086496e-06,9.750971230459982e-07,0.0001568860752740875
16,7,4,0.0008953556534834206,8.536501923117612e-07,0.006655590608716011,3.5112689147354104e-06,0.992119550704956,2.7046335162594914e-06,0.00017190481594298035,0.00014636533160228282,1.7734797665980295e-06,2.37266658587032e-06
