Index,Original Label,Predicted Label,Conf_0,Conf_1,Conf_2,Conf_3,Conf_4,Conf_5,Conf_6,Conf_7,Conf_8,Conf_9
0,1,8,0.0005351825,9.19267e-06,2.3583134e-07,7.4013724e-09,1.3085334e-05,2.6665518e-08,1.1300456e-08,8.474336e-11,0.9992079,0.00023447716
1,9,8,4.556951e-06,7.2046714e-07,1.0565552e-07,0.000102627026,0.00015759203,1.9723893e-06,4.3490815e-08,0.00023765706,0.99947935,1.5311658e-05
2,2,4,0.00018329668,3.2877344e-06,0.00029426828,0.0088029085,0.95413023,0.011885042,0.02449503,0.000194396,4.2591505e-06,7.247941e-06
3,8,0,0.9974311,5.4864282e-05,0.0008110933,0.00024304989,0.0002435829,0.0001014488,4.0532737e-05,5.932653e-06,0.0008964714,0.0001718358
4,4,7,2.1318769e-05,0.0017542061,0.003906222,7.557727e-05,0.0067489217,0.00082977855,0.00019683185,0.9862364,0.0002120084,1.875268e-05
5,6,0,0.51977265,0.005199437,0.023371581,0.1346647,0.12988958,0.11357767,0.011322069,0.027709404,0.0004703479,0.034022592
6,1,9,1.0643388e-05,0.039779864,1.3731167e-07,7.3625495e-07,4.1511694e-07,5.1985193e-08,3.8075476e-09,8.3698254e-08,2.8298398e-05,0.9601798
7,3,5,2.5538302e-05,2.1136882e-06,0.0011185027,0.016164767,0.003931989,0.7452217,0.005021044,0.22844486,1.0244516e-05,5.9193957e-05
8,8,8,0.00086495944,0.28963965,8.5065265e-05,0.008078996,0.007627343,4.0682706e-05,8.248158e-05,0.00057610177,0.6388568,0.054147888
9,8,2,0.004864782,1.2606645e-07,0.9949201,9.352391e-07,0.0002031457,1.6566491e-07,9.263548e-06,1.7947634e-07,8.583185e-07,4.04396e-07
10,3,5,3.7789582e-07,4.2917954e-06,0.00018484697,0.00024142134,0.00036196562,0.9962394,0.0018389759,0.001127989,8.256975e-08,4.9663663e-07
11,2,4,0.024800627,1.566232e-07,0.09470687,0.00012780186,0.8802083,5.2394003e-06,7.276335e-05,1.4661953e-07,7.355446e-05,4.4669123e-06
12,2,4,0.02202199,3.523309e-05,0.052428342,0.053337973,0.8096269,0.0034146965,0.039759196,0.0183671,0.00026449247,0.0007440828
13,1,8,1.1626513e-07,7.274368e-06,2.3288833e-09,2.4798082e-06,6.972111e-05,4.2728928e-07,1.5969528e-05,1.8219338e-06,0.99979526,0.000106962136
14,0,8,4.803726e-05,1.6575494e-05,1.1487674e-07,7.465479e-09,2.2956416e-05,8.437388e-09,1.0679757e-05,5.9318594e-09,0.99989915,2.529e-06
15,5,3,0.0011371288,0.0001488971,0.011843268,0.8799261,0.07015947,0.0010506171,0.028180648,0.0055997707,5.63973e-06,0.0019484104
16,7,4,0.0003841103,2.2302114e-08,9.4960604e-05,1.5378916e-06,0.991941,2.0085576e-05,1.2336506e-07,0.007557693,2.2471063e-07,1.3641964e-07
17,5,4,2.1153344e-06,1.2911561e-09,3.520783e-05,1.9521153e-06,0.9999541,3.7536254e-06,6.873916e-08,2.721534e-06,7.11374e-08,2.253142e-07
18,1,8,4.6624923e-08,1.6147354e-06,1.1242988e-09,1.0211569e-08,9.1303916e-11,3.397673e-11,6.5429754e-07,1.7168099e-11,0.9999976,2.241915e-08
19,3,5,9.202156e-06,5.6397322e-08,0.0016195872,0.0006355209,0.00272431,0.9941041,3.1294625e-05,0.0008718178,2.5196332e-08,4.0631467e-06
20,3,6,1.0248959e-11,6.3241257e-10,6.3086695e-06,6.166791e-08,5.2026228e-09,2.096241e-08,0.9999937,4.6883075e-12,9.178153e-09,4.7250533e-11
21,8,8,1.2513193e-09,3.458079e-07,2.1500919e-11,9.085917e-12,3.130508e-11,7.523512e-13,1.7591223e-12,8.799496e-14,0.99999416,5.438307e-06
22,8,8,0.013014042,0.0006703304,4.908463e-05,0.000102846105,0.01005532,1.2488767e-05,1.239035e-05,4.9665045e-06,0.9688663,0.007212242
23,5,4,6.2662835e-08,2.0634934e-09,1.7422422e-05,0.000238108,0.99972695,1.2428957e-06,4.743809e-06,1.1478535e-05,1.3091924e-08,1.7079453e-08
24,2,0,0.85910845,7.1253356e-07,0.13505076,0.00027224325,0.0042259623,0.00010288782,0.0007926555,1.1152896e-05,0.0004288831,6.284888e-06
25,1,9,0.0010762142,0.017638521,0.00147858,8.25845e-05,0.0019193325,7.827817e-06,0.00014498233,5.674147e-05,0.00038842877,0.9772068
26,5,6,1.4972632e-05,6.2872925e-07,0.022066625,0.00075203093,0.0006196831,2.0715008e-05,0.9764296,4.547983e-05,4.8310358e-05,1.9175277e-06
27,5,6,1.4049178e-07,2.6294495e-07,7.1993105e-05,4.729912e-06,2.501417e-05,8.010467e-09,0.99989533,8.269177e-09,2.3441214e-06,1.4131388e-07
28,6,2,0.00056289183,9.218491e-06,0.68171984,0.22303808,0.00046536754,0.0080638565,0.077697046,0.0016557279,0.003724336,0.003063668
29,1,0,0.99718434,0.0014317712,0.00039130688,1.1249016e-05,0.000107889515,0.00014833861,1.8265644e-07,2.9952782e-05,0.0003283697,0.0003667271
30,1,1,5.442839e-15,0.8779899,2.9814018e-14,2.462554e-14,1.2387312e-15,2.4664273e-14,1.861196e-14,6.012178e-17,5.13108e-11,0.122010045
31,3,4,0.00014039813,2.6602018e-07,0.0014840041,0.0005354401,0.9964772,0.00022299548,0.001065183,5.941158e-05,1.5070933e-05,1.3923295e-07
32,9,1,3.5123173e-07,0.99999297,8.963496e-10,1.6035122e-09,6.5360837e-09,2.3226667e-09,4.774909e-06,1.5802089e-10,1.881286e-06,8.146061e-08
33,1,8,0.00011929614,0.027848873,0.00042846077,0.0002142076,1.0094995e-05,1.8729912e-05,0.02587734,3.0990537e-05,0.93768704,0.007764925
34,9,1,8.047411e-06,0.91789275,2.7932715e-06,2.1707463e-05,5.854473e-05,1.881441e-07,0.012862885,6.165843e-07,0.027826257,0.041326173
35,0,4,8.674834e-05,1.3479809e-07,0.013885924,3.3366283e-05,0.9855304,0.00025142287,1.4815896e-06,0.00020121063,6.885154e-06,2.4915814e-06
36,4,7,4.9466993e-11,3.090551e-11,1.7722968e-07,3.4984332e-08,0.0028047792,5.7708494e-05,6.497714e-11,0.9971373,1.9529895e-11,1.1084087e-09
37,5,3,3.271718e-07,4.269391e-09,4.6079567e-05,0.9849686,9.7511744e-05,0.0011697377,0.013699644,1.3803409e-05,4.3052596e-06,4.7530428e-08
38,4,5,1.0883262e-05,7.531915e-05,0.0717275,0.07603491,0.001780042,0.76922494,0.08031682,0.0007882261,1.9437408e-05,2.1889397e-05
39,5,3,2.0038324e-05,5.78891e-05,0.01490123,0.75177807,0.0014560468,0.005392985,0.18032132,0.044657096,0.00026096185,0.0011543741
40,2,4,4.390543e-05,2.554312e-07,0.024110837,6.519717e-05,0.97527254,2.1851858e-05,0.00041508276,5.403479e-05,1.5250984e-05,1.0381908e-06
41,8,1,4.632511e-08,0.9999801,4.57473e-10,4.739257e-08,4.180252e-11,1.4182899e-08,9.984166e-10,8.699072e-12,1.981291e-05,1.0871301e-07
42,6,6,0.0014428925,9.138352e-06,0.010309619,0.013265713,0.37952217,0.06784291,0.5265328,1.6273498e-05,0.00080239313,0.00025605285
43,4,4,0.13921104,0.002758224,0.11505423,0.010245061,0.71044314,0.0032722997,0.00022180408,0.015153626,0.00058140577,0.0030592356
44,0,4,1.6224844e-06,1.9681796e-08,0.00010774681,5.1195228e-05,0.9994685,0.0003325365,3.7014026e-05,1.2224657e-06,1.528184e-08,8.8947004e-08
45,0,8,1.4519875e-05,2.3870666e-06,4.0806376e-06,2.6280662e-07,0.010201357,6.860064e-08,0.0020361242,9.2854985e-10,0.9872838,0.00045731058
46,9,1,9.3558003e-07,0.9998369,1.5313886e-06,2.514233e-07,6.4442324e-10,6.94754e-08,5.96628e-05,1.3888853e-08,4.1622657e-06,9.638197e-05
47,7,0,0.99079835,4.929717e-05,0.0013915282,8.388931e-05,0.0072726198,0.00016279545,1.6870239e-06,2.9750776e-05,0.00013577755,7.43126e-05
48,9,0,0.62104005,0.0012390118,0.120246105,0.025630364,0.0038129739,0.0010082074,0.2013558,0.01917852,0.001752362,0.0047365874
